hotel_name,location,GPS,link,rating,rating_desc,reviews,description
Lagrange Vacances Les Chalets d'Emeraude,Hauteluce,"6.54384702444077,45.7540667470462",booking.com//hotel/fr/lagrange-prestige-les-chalets-d-emeraude.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=211&hpos=11&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"8,2",Très bien,175 expériences vécues,Le Lagrange Vacances Les Chalets d'Emeraude est situé à 600 mètres du centre des Saisies-Hauteluce et à 200 mètres du téléphérique menant aux pistes de ski.
Hotel Montespan-Talleyrand,Bourbon-lʼArchambault,"3.05693507194519,46.5852994360731",booking.com//hotel/fr/logis-de-france-grand-montespan-talleyrand.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=212&hpos=12&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"8,6",Superbe,754 expériences vécues,"Implanté à la lisière de l'Auvergne, cet hôtel propose des hébergements avec salle de bains privative décorés dans le style Louis XVI et bénéficiant d'un accès direct au spa."
Terres de France - Les Hameaux des Lacs,Monclar-de-Quercy,"1.59530818462372,43.9695035709759",booking.com//hotel/fr/les-hameaux-des-lacs-terres-de-france.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=213&hpos=13&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"7,9",Bien,382 expériences vécues,"Le petit village de vacances Terres de France - Les Hameaux des Lacs est composé de chalets confortables et bien équipés, entourés de lacs dans une jolie forêt."
Domaine de Garabaud,Mazères,"1.66643500328064,43.2570122802642",booking.com//hotel/fr/domaine-de-garabaud.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=214&hpos=14&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"8,1",Très bien,141 expériences vécues,"Situé à Mazères, à 40 minutes de route de Toulouse, le Domaine de Garabaud est installé dans un magnifique cadre verdoyant, idéal pour accueillir tous vos événements."
Le Logis d'Equilly,Équilly,"-1.39139592647552,48.840458116944",booking.com//hotel/fr/le-logis-d-equilly.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=215&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"9,3",Fabuleux,124 expériences vécues,"Occupant un manoir du XIIIe siècle entouré d'un parc, l'établissement Le Logis d'Equilly se trouve à Équilly et propose des hébergements en chambre d'hôtes."
Logis Hôtel Restaurant De La Poste et SPA de Montagne,Le Bonhomme,"7.11647987365723,48.1720673612246",booking.com//hotel/fr/de-la-poste-le-bonhomme.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=216&hpos=16&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"8,6",Superbe,574 expériences vécues,"Situé au Bonhomme, dans le nord-est de la France, cet hôtel Logis est entouré de sapins et de sentiers de randonnée. Il dispose d'une piscine intérieure et d'un sauna. Le lac Blanc se trouve à 13 km."
LA MESONNETTA,Soulignonne,"-0.795226,45.769958",booking.com//hotel/fr/la-mesonnetta.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=217&hpos=17&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"8,9",Superbe,62 expériences vécues,"Situé à Soulignonne, à 31 km de Rochefort, l'établissement LA MESONNETTA dispose d'un jardin et d'une connexion Wi-Fi gratuite. Vous pourrez profiter d'un sauna."
Domaine Résidentiel de Plein Air Odalys Kerarno,Saint-Philibert,"-2.99993813037872,47.5792795957434",booking.com//hotel/fr/domaine-residentiel-de-plein-air-kerarno.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=218&hpos=18&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"7,7",Bien,136 expériences vécues,"Situé à seulement 1 km de la plage, le Domaine Résidentiel de Plein Air Odalys Kerarno s'étend sur 5 hectares."
Kyriad Libourne Saint Emilion,Arveyres,"-0.256816148757935,44.9078174895048",booking.com//hotel/fr/kyriad-libourne-saint-emilion.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=219&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"7,9",Bien,883 expériences vécues,"L’hôtel Kyriad Libourne Saint Emilion se situe en périphérie de Libourne, à seulement 10 minutes de route des vignobles de Saint-Emilion, classés au patrimoine mondial de l’UNESCO, et à 30 km de..."
Le Clos des Courtines - Les 4 Vents,Meuvaines,"-0.564465522766113,49.3269225757388",booking.com//hotel/fr/ga-r-te-les-courtines.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=220&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"9,2",Fabuleux,261 expériences vécues,"Situé à Meuvaines en Basse-Normandie, l'établissement Le Clos des Courtines occupe une maison du XVIIIe siècle."
Hotel Balea,Guéthary,"-1.60549381230317,43.4206859481597",booking.com//hotel/fr/balea.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=221&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"8,9",Superbe,659 expériences vécues,"Doté d'une connexion Wi-Fi gratuite et d'une terrasse bien exposée, l'hôtel Balea est situé dans le bâtiment de l'ancienne école de Guéthary, à mi-chemin entre Biarritz et Saint-Jean-de-Luz."
B.V.CO DOMAINE DE DUGNY,Onzain,"1.18824,47.524851",booking.com//hotel/fr/domaine-de-dugny-onzain12345678.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=222&hpos=22&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"8,5",Très bien,67 expériences vécues,"Doté d'une aire de jeux pour enfants, le DOMAINE DE DUGNY propose des hébergements à Onzain."
Lagrange Vacances Le Village de la Mer,Talmont-Saint-Hilaire,"-1.6944694519043,46.4718978482246",booking.com//hotel/fr/residence-le-village-de-la-mer-lagrange-confort-kid.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=223&hpos=23&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"8,0",Très bien,105 expériences vécues,"Le Lagrange Vacances Le Village de la Mer vous accueille à 3,5 km de la côte, dans la campagne vendéenne. Il dispose d'une piscine extérieure et d'un court de tennis."
Campanile Lorient - Lanester,Lanester,"-3.35048139095306,47.7780437163863",booking.com//hotel/fr/campanile-lorient-lanester.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=224&hpos=24&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"7,3",Bien,530 expériences vécues,"Situé à Lanester, à 400 mètres du parc des expositions de Lorient, le Campanile Lorient - Lanester propose un restaurant, un parking privé gratuit et un bar."
Logis Auberge de l'Isard,Saint-Lary,"0.893786500000033,42.930451",booking.com//hotel/fr/logis-auberge-de-l-isard.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ea9b4f0f965448a4af9f292ada8120e1&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=225&hpos=25&no_rooms=1&sr_order=popularity&srepoch=1632872037&srpvid=82dca5b1c35a009c&ucfs=1&from=searchresults,"8,0",Très bien,78 expériences vécues,"Le Logis Auberge De L'isard est situé dans l'Ariège, au cœur du village de St Lary. Son restaurant sert une cuisine traditionnelle préparée avec des produits locaux."
Le Riviera,Appietto,"8.77464830875397,41.9863588394794",booking.com//hotel/fr/le-riviera.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=226&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"6,7",Note,508 expériences vécues,"Situé à flanc de coteau, l'hôtel Le Riviera se trouve à seulement 10 km d'Ajaccio dans l'ouest de la Corse."
Le Square,Astaffort,"0.650718,44.063949",booking.com//hotel/fr/le-square-astaffort1.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=227&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"9,2",Fabuleux,87 expériences vécues,"Situé à Astaffort, l'établissement Le Square dispose d'un bar et d'une terrasse."
"La Ferme Blanche, The Originals Relais (Relais du Silence)",Lompret,"3.00410399999998,50.654111",booking.com//hotel/fr/ferme-blanche.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=228&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"7,9",Bien,153 expériences vécues,"Dotée d’un restaurant et d’un parking gratuit, La Ferme Blanche, The Originals Relais (Relais du Silence) propose des hébergements paisibles dans une ferme du XVIIIe siècle située à la campagne, à 10..."
Contact Hôtel Fontenay le Comte,Fontenay-le-Comte,"-0.813927054405212,46.4472460594093",booking.com//hotel/fr/auberge-everhotel-fontenay-le-comte.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=229&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"7,8",Bien,730 expériences vécues,"Le Contact Hôtel Fontenay le Comte est situé à proximité de l'autoroute A83 et à 2,5 km du centre de Fontenay-le-Comte, en Vendée."
Le Nouveau Monde,Breuillet,"2.19363680000004,48.5777125",booking.com//hotel/fr/le-nouveau-monde-breuillet.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=230&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"7,9",Bien,110 expériences vécues,"Situé à Breuillet, l'établissement Le Nouveau Monde propose un bar, un salon commun, un jardin et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux."
Hôtel de La Vallée,Ornans,"6.14203870296478,47.1067414323701",booking.com//hotel/fr/de-la-valla-c-e-ornans.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=231&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"8,3",Très bien,506 expériences vécues,"Situé à Ornans, l'Hôtel de La Vallée se trouve à seulement 200 mètres du centre-ville et de la Loue. Le musée Gustave Courbet est installé à tout juste 550 mètres."
Eden marine,Montalieu-Vercieu,"5.4218846506003,45.8257383145554",booking.com//hotel/fr/eden-marine.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=232&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"8,9",Superbe,46 expériences vécues,"Situé dans le port du Rhône à Montalieu-Vercieu, l'Eden marine propose un hébergement en bateau avec connexion Wi-Fi gratuite."
Best Western Le Relais de Laguiole Hôtel & Spa,Laguiole,"2.85150468349457,44.6837224233066",booking.com//hotel/fr/best-western-le-relais-delaguiole.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=233&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"8,8",Superbe,556 expériences vécues,"Le Best Western Le Relais De Laguiole est situé à Laguiole, à seulement 15 km du chemin de Saint-Jacques-de-Compostelle. L'hôtel propose des chambres très confortables et entièrement équipées."
Comfort Hotel Pithiviers,Pithiviers,"2.25647673010826,48.1804416234965",booking.com//hotel/fr/comfort-hotel-pithiviers.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=234&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"7,1",Bien,408 expériences vécues,"Niché au cœur d'un écrin de verdure, le Comfort Hotel Pithiviers est situé à Pithiviers, à 20 minutes de marche du château de Bellecour."
B&B Hotel ANNEMASSE Saint-Cergues,Saint-Cergues,"6.31118099953073,46.2230616455215",booking.com//hotel/fr/b-b-annemasse-saint-cergues.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=235&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"8,3",Très bien,1 221 expériences vécues,"Le B&B Hotel ANNEMASSE Saint-Cergues occupe un bâtiment datant de 2018, à Saint-Cergues. Il vous propose des chambres équipées d’une connexion Wi-Fi gratuite et d’une télévision par câble à écran..."
The Originals Boutique Hôtel Spa Beuzeville Honfleur Sud,Beuzeville,"0.35881519317627,49.3396087126146",booking.com//hotel/fr/best-beuzeville-honfleur.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=236&hpos=11&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"7,3",Bien,801 expériences vécues,"Situé dans un cadre paisible et verdoyant, près de la ville pittoresque de Honfleur, l'établissement The Originals Boutique Hôtel Spa Beuzeville Honfleur Sud propose un centre de bien-être et une..."
Hôtel Le Saint Amand,Saint-Amand-Montrond,"2.50103116035461,46.7250688188061",booking.com//hotel/fr/hotel-le-saint-amand.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=237&hpos=12&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"7,3",Bien,215 expériences vécues,"L'Hôtel Le Saint Amand, établissement 2 étoiles, se trouve à 5 minutes en voiture de l'autoroute A71, qui mène directement à Clermont-Ferrand et Montpellier."
Hotel Restaurant Le Clos,Besse-et-Saint-Anastaise,"2.92759090662003,45.5153578125523",booking.com//hotel/fr/restaurant-le-clos-besse-et-saint-anastaise.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=238&hpos=13&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"7,7",Bien,419 expériences vécues,"Situé dans le village médiéval de Besse-et-Saint-Anastaise, à 500 mètres du centre, l'Hotel Restaurant Le Clos vous accueille à seulement 6 km de la station de sports d'hiver et d'été de Super-Besse."
Hôtel & Gastronomie - La Table de l'Europe,Villeréal,"0.744136,44.636976",booking.com//hotel/fr/de-l-39-europe-villereal.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=239&hpos=14&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"8,8",Superbe,102 expériences vécues,"Situé à Villeréal, l'Hôtel & Gastronomie - La Table de l'Europe propose un restaurant, un bar, un jardin et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux."
Hôtel Restaurant La Caravelle,Sari-Solenzara,"9.39697980880737,41.8591737607",booking.com//hotel/fr/la-caravelle-sari-solenzara.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=240&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"7,6",Bien,324 expériences vécues,"Situé sur la côte est de la Corse, l'Hôtel Restaurant La Caravelle vous accueille à 2 minutes à pied du centre de Solenzara et à 550 mètres du port de la ville."
Hôtel le Roudou,Fouesnant,"-4.01875649451222,47.9000376317381",booking.com//hotel/fr/ha-tel-le-roudou.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=241&hpos=16&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"8,2",Très bien,265 expériences vécues,"Situé à Fouesnant, en Bretagne, dans le Finistère, à seulement 3 km des plages de sable fin et à 13 km de Quimper, l'Hôtel le Roudou propose un jardin et une connexion Wi-Fi gratuite."
La Croix Blanche,Montrichard,"1.18554711341858,47.3428958463355",booking.com//hotel/fr/la-croix-blanche-montrichard.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=b02793c5fabe389a7569f9a4b9c90e8c&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=242&hpos=17&no_rooms=1&sr_order=popularity&srepoch=1632872041&srpvid=d773a5b3a9ab00a2&ucfs=1&from=searchresults,"7,0",Bien,527 expériences vécues,"Cet hôtel occupe un bâtiment du XVIe siècle situé à moins de 200 mètres de la rivière Le Cher. Il possède des chambres avec salle de bains, un restaurant et une connexion Wi-Fi gratuite."
